0,57.86600636416944, 75.44640617936908, 92.96871000247589, 110.41977659499652, 127.78673479470532, 145.05702915233425, 162.21846284529281, 179.25923754963759, 196.16798999693793, 212.93382499090890, 229.54634470864400, 245.99567416191607, 262.27248274429689, 278.36800183882343, 294.27403850773038, 309.98298532962150, 325.48782648971729, 340.78214026498205, 355.86009807762957, 370.71646031747360, 385.34656915572327, 399.74633859011715, 413.91224197384884, 427.84129728876894, 441.53105042712463, 454.97955674595846, 468.18536115462695, 481.14747698912288, 493.86536391743590, 506.33890510850063, 518.56838388378890, 530.55446005572037, 542.29814614119141, 553.80078362199504, 565.06401940709179, 576.08978263483255, 586.88026193663256, 597.43788326742856, 607.76528839271236, 617.86531410716884, 627.74097224605111, 637.39543053749287, 646.83199433202481, 656.05408923467633, 665.06524465518248, 673.86907828300582, 682.46928148605662, 690.86960562515401, 699.07384927033399, 707.08584630005930, 
10,61.10677783872666, 75.25531075886778, 92.66042101662556, 110.10785874939823, 127.45745370389182, 144.71276865672030, 161.86178438963881, 178.89244864719623, 195.79325893063879, 212.55337079324562, 229.16265157021840, 245.61177284647005, 261.89232905234331, 277.99699828370876, 293.91973843685639, 309.65592696869840, 325.20262814538341, 340.55860666040672, 355.72394724250995, 370.69882567657027, 385.48093074613496, 400.06083970280025, 414.41740252726464, 428.51664314523333, 442.31857798416513, 455.79070614955589, 468.92801104893215, 481.75202289266946, 494.29892852732752, 506.60292265272415, 518.68613054612479, 530.55793042745472, 542.21889025974383, 553.66534076874620, 564.89278051653662, 575.89754198630055, 586.67731785871797, 597.23117661353888, 607.55935083176325, 617.66297892664227, 627.54394151273959, 637.20463034766760, 646.64782987406250, 655.87662173517117, 664.89431120871370, 673.70436362288990, 682.31065507227333, 690.71692847688553, 698.91722163249847, 706.93823803994451, 
20,69.99323657644112, 75.60933958556704, 91.99656104587251, 109.14595315766255, 126.41344722547883, 143.62356359080951, 160.73206652747595, 177.72903490721606, 194.60293943768897, 211.34301707726542, 227.93983033894636, 244.38559999409676, 260.67452483843891, 276.80336032230110, 292.77214462899724, 308.58501592967349, 324.25100087221205, 339.78430909551980, 355.20316523148892, 370.52554599332314, 385.75994129145829, 400.88794834680323, 415.84405385418137, 430.50784583684640, 444.72718194704396, 458.36231098832059, 471.37066897774542, 483.82091734947733, 495.85279946352779, 507.61292652968655, 519.20539880487638, 530.68043478112304, 542.04591793040868, 553.28643146620470, 564.37901459926559, 575.30166969243646, 586.03672431221219, 596.57144568079445, 606.89746004819517, 617.00983942846312, 626.90622940211506, 636.58610906324509, 646.05036946167093, 655.30081150729893, 664.33989353074082, 673.17043054543910, 681.79651585226043, 690.22630889507309, 698.42569143142214, 706.43668429683589, 
30,80.93919809652439, 78.59695574911960, 92.14235453251926, 107.80041211153178, 124.70676074065544, 141.83041713361388, 158.87033158650266, 175.80851306867285, 192.63435448919043, 209.33740456471114, 225.90918922312034, 242.34405880074760, 258.64003895269360, 274.79997614249362, 290.83303767986001, 306.75650124673649, 322.59753269921424, 338.39406791756329, 354.19286738902605, 370.04145200484299, 385.96989345660558, 401.95597416869805, 417.87967283863975, 433.50215468201498, 448.50047097990864, 462.55545019513050, 475.52218978703195, 487.49892250707950, 498.76123272381898, 509.63552383393136, 520.37990642817772, 531.13729674796821, 541.94823123737422, 552.78946992881413, 563.61187061625913, 574.36324133347580, 584.99876928376318, 595.48402279959646, 605.79438789003382, 615.91325958747370, 625.83010504988727, 635.53880424599868, 645.03631143684879, 654.32189058743836, 663.39636285541417, 672.26122290432068, 680.91893843900709, 689.39109938923366, 697.60725754200666, 705.60185025088026, 
40,90.49773063896889, 85.49554818345602, 94.56671878175278, 106.76974770780282, 122.56157204022153, 139.39641144179495, 156.31707370601242, 173.16919232706664, 189.92400484723456, 206.57050400041419, 223.10161961252140, 239.51434770827211, 255.81140205467406, 272.00317325196693, 288.11022847756300, 304.16633289106989, 320.22152765535293, 336.34389241327909, 352.61697038678534, 369.12763461238177, 385.93797535878593, 403.03099657080014, 420.23325635373618, 437.17516149468605, 453.32853281586858, 468.13731286509983, 481.28017132404665, 492.83330755185148, 503.19766552282601, 512.91781654661020, 522.47517035452086, 532.17235550819441, 542.12799687600693, 552.33054262708913, 562.70571564543570, 573.16265931501471, 583.61790605236934, 594.00431227031493, 604.27191940160935, 614.38548327406795, 624.32120204922194, 634.06371293565326, 643.60367722528827, 652.93589517746466, 662.05850140174698, 670.97117761387528, 679.67063271415986, 688.20059213568334, 696.46034871930658, 704.44413277142610, 
50,97.12434564699757, 95.55248429348512, 100.12786637682855, 107.14566139213373, 120.54438567024798, 136.51005508739922, 153.13105006376855, 169.84947923300140, 186.50751938564477, 203.07570253154188, 219.54782040994095, 235.92400212971546, 252.21231275013284, 268.43176601390962, 284.61603051159034, 300.81788018679845, 317.11378565299640, 333.60674971937084, 350.42322245609876, 367.69680356964523, 385.53007037893218, 403.92078394097251, 422.64934819376214, 441.21726865846711, 458.87988908718427, 474.80980067301277, 488.44218087627814, 499.76252510870296, 509.24809518780091, 517.65871261382915, 525.74732639766899, 534.04703232742531, 542.81783944479650, 552.09848642522127, 561.80414468363153, 571.80389288425852, 581.96645183572616, 592.18073145811616, 602.36106192722241, 612.44513555535821, 622.38949543026479, 632.16488845255446, 641.75235313477378, 651.14007100482513, 660.32168987288253, 669.29517699446899, 678.04590740134756, 686.64346650197172, 694.97660292364151, 702.96486623602698, 
60,101.27843421656834, 106.42004249489428, 108.34495204504401, 109.95989628203445, 119.57378354965037, 133.60514401765937, 149.46407801725539, 165.90367055698351, 182.42116769935470, 198.88596570353056, 215.27830852797916, 231.60077658645034, 247.86732849679930, 264.10644924791131, 280.36619405676151, 296.72023118578329, 313.27406735254908, 330.16902025853841, 347.57863620618656, 365.68814882826723, 384.64641202721026, 404.47393532126574, 424.91460473547329, 445.35143517834172, 464.83029065062561, 482.24251291199317, 496.73043588272907, 508.12087714660561, 516.89432715154794, 523.98072548898278, 530.41619136422651, 537.02217144007511, 544.27251988504452, 552.31377566021445, 561.08274331993618, 570.41860725115657, 580.13867601539448, 590.07816972601120, 600.10474858063492, 610.11926420993780, 620.05079127874865, 629.85031265290263, 639.48498605800899, 648.93340979166646, 658.18225889499274, 667.22838776823130, 676.04062532634407, 684.71017427845163, 693.14397866016566, 701.15838476429735, 
70,104.60797151080988, 115.63656861935920, 117.55913891416425, 115.52482169949435, 120.64259242217483, 131.40711955611812, 145.65597805777904, 161.45852081121484, 177.71482906969388, 194.03493050272635, 210.32352210843177, 226.57263904670521, 242.80172405715402, 259.04941240937580, 275.37915981007131, 291.88693745459125, 308.70914152509539, 326.02763828627889, 344.06556137684396, 363.06242229564879, 383.21636387901827, 404.57611162118718, 426.85860192085096, 449.34274696147111, 470.88386697634024, 490.10347329198805, 505.82362419760454, 517.65837077617766, 526.01187591829307, 531.90876195601834, 536.63647101107847, 541.33341578110935, 546.75373253210921, 553.22249787256146, 560.74927552359350, 569.16942893087707, 578.25496603178931, 587.78190910770979, 597.56107622552270, 607.44583430099237, 617.32857858708587, 627.13327198144964, 636.80779792515852, 646.31741106464824, 655.63810767561733, 664.76635317756745, 673.65158759920291, 682.39403347859843, 690.94958599835797, 699.01453752548332, 
80,108.88734182902246, 121.83330117639802, 125.79890756380711, 123.06428735108757, 124.32026471344017, 130.79896707860937, 142.30017443497422, 156.78722894923450, 172.49423751442197, 188.56805004706914, 204.71456925792668, 220.86784268245731, 237.04143728744614, 253.28412235886213, 269.67557126843036, 286.33512747082835, 303.43133218244873, 321.18786684668061, 339.87847112386066, 359.79760402627818, 381.19318916838881, 404.14487711864058, 428.35086509082117, 453.00123611646524, 476.78574921134941, 498.08311423696307, 515.38877495772078, 528.06962786261181, 536.38361789924863, 541.36179644924312, 544.47386620220936, 547.16321254687989, 550.50808377530382, 555.08393151254586, 561.03964894674539, 568.25117523109111, 576.46543986964173, 585.40175713552480, 594.80703932845040, 604.47674917325457, 614.25633088302027, 624.03405911237451, 633.73178651814771, 643.29695479677298, 652.68950608294915, 661.90562271936687, 670.87573732207727, 679.69117933283076, 688.38178106375585, 696.52117945448958, 
90,115.01264431723882, 125.16000642430700, 131.67005387672523, 131.01544015460686, 130.32499705137397, 132.49138543703606, 140.18802843835286, 152.37683746169299, 166.98015267337539, 182.57431897405246, 198.49301261544741, 214.51549713440193, 230.61309695864631, 246.83522700008618, 263.27799193891639, 280.08492000051820, 297.45748031021731, 315.66162062190261, 335.02142701481705, 355.88528944304352, 378.54930429817585, 403.12422518146610, 429.29587938608273, 456.17996700349727, 482.32718025308003, 505.90980591161548, 525.10752575530626, 539.02583698298406, 547.72561897774688, 552.16031878258946, 553.89133529731441, 554.61455848565572, 555.74031576434868, 558.15122045235717, 562.20805605595001, 567.88851669662290, 574.95199294272936, 583.07588048140747, 591.94257753293425, 601.28138610131350, 610.88031575997843, 620.58210128789005, 630.27428908066463, 639.88118020783224, 649.34025608208765, 658.64430891656946, 667.71020146059550, 676.59981817844005, 685.43133809238566, 693.66624135299867, 
