0,0.14500000000000,0.23500000000000,0.32500000000000,0.41500000000000,0.50500000000000,0.59500000000000,0.68500000000000,0.77500000000000,0.86500000000000,0.95500000000000,1.04500000000000,1.13500000000000,1.22500000000000,1.31500000000000,1.40500000000000,1.49500000000000,1.58500000000000,1.67500000000000,1.76500000000000,1.85500000000000,
100,0.31280116154592,0.33123281888918,0.34032086602611,0.31641470692827,0.28297514754382,0.26578397803831,0.29523382072456,0.39092683966439,0.57039156809027,0.85482152332721,1.21933080192141,1.60085594914825,1.94734152009568,2.22327086928961,2.38598897522038,2.36012181584526,2.18177398302865,1.98297588047166,1.79846174303930,1.68196960059418,
200,0.18825070319232,0.16763838380781,0.15853274128031,0.15795058501751,0.17008677184519,0.21617673738589,0.30327510519333,0.43107957192227,0.61430513893343,0.87799555010070,1.21241975188612,1.56800470602982,1.90494281203780,2.20239424712914,2.45057589797155,2.66344419938991,2.84739780315080,2.91620446409994,3.45577748516203,3.12818917677479,
300,0.02027727582792,0.02021328035589,0.04297140695449,0.06434202877957,0.10429663138222,0.16684234857726,0.25547163366481,0.38080457740353,0.56397395876390,0.83656200516779,1.18816761930674,1.56414068694800,1.92228967288438,2.24439356030672,2.51459809093616,2.73298662031167,2.90835891951109,3.04857497513811,3.12370567650496,3.11031813987117,
400,0.03357797094156,0.04125113513258,0.05872182898063,0.07943724636626,0.11329157644627,0.15449761392414,0.22343713594639,0.33086519010357,0.50782144159494,0.78471628497118,1.14422039154167,1.52571292667432,1.88608349721115,2.20498488045739,2.47264754428994,2.69293662629737,2.86156557304989,2.98670404977054,3.07910341318530,3.09726717694355,
500,0.11290083539455,0.12189063144056,0.13783321024867,0.15200520929721,0.17468744095820,0.21218785386317,0.27797719472722,0.38682026185154,0.56628162412815,0.83972721019365,1.19022759133487,1.56019826787877,1.90634002186773,2.20792331508113,2.45664136169134,2.65883791654521,2.81309254363588,2.92740562997910,3.01382949819763,3.03056541748063,
600,0.16266113943443,0.16504351256082,0.18072997350218,0.19628612850363,0.21857658145059,0.25683880991548,0.32438250342339,0.43474346523256,0.61172461494606,0.88139527634003,1.22834857266470,1.59725385943769,1.94514897266329,2.25092006913787,2.50583468583702,2.71410413101838,2.87397566816964,2.98976526632021,3.07422446233671,3.07995584098582,
700,0.14848015733906,0.14584088525245,0.15941943986285,0.17516069522189,0.19877880369849,0.23805911747255,0.30662836863535,0.41931057123376,0.59973564158364,0.87436181186696,1.22706607212692,1.60230102145933,1.95762486480069,2.27191001957424,2.53599504877187,2.75332089762773,2.92116717605404,3.04354341345445,3.13312611563018,3.14335012770664,
800,0.10943445683695,0.10803479425525,0.12327626455167,0.14052600628667,0.16736715988108,0.21003866309503,0.28149855643201,0.39609269243948,0.57788843517829,0.85371626349738,1.20742758540660,1.58299492635547,1.93818588129280,2.25239531169924,2.51682583011679,2.73548950183162,2.90567902809867,3.03234934061167,3.12746487140662,3.14622169607140,
900,0.09516184404625,0.09589686665923,0.11169486277725,0.12923365165754,0.15704827319759,0.20003074320015,0.27149562086439,0.38528485345926,0.56628270553008,0.84149862204042,1.19477660863712,1.56954493667897,1.92335260203794,2.23576783608482,2.49796001350523,2.71427184876032,2.88191716322210,3.00647903647198,3.09952493315460,3.11751110425033,
